java -jar itc2021.jar ITC2021_Middle_1.xml ITC2021_Middle_1Soln.xml -start ITC2021_Middle_1Soln.xml -seed 1 -time 10800 -verbose 0 -fixOptTime 100

Instance....: Middle1
Algorithm...: ILS (rnaMax=50K, itersP=50, p0=1, pMax=20)
Other params: maxIters=1000K, seed=1, timeLimit=10800.00s

    /------------------------------------------------------------\
    |     Iter |   Gap(%) |         S* |         S' |       Time | 
    |      15M |        - |    64_6562 |    64_6562 |    9638.61 | *
    |      15M |        - |    48_6387 |    48_6387 |    9638.61 | *
    |      15M |        - |    48_6382 |    48_6382 |    9638.73 | *
    |      15M |        - |    47_6387 |    47_6387 |    9638.84 | *
    |      15M |        - |    47_6377 |    47_6377 |    9638.86 | *
    |      15M |        - |    41_6382 |    41_6382 |    9638.97 | *
    |      15M |        - |    40_6226 |    40_6226 |    9638.97 | *
    |      15M |        - |    40_6221 |    40_6221 |    9639.09 | *
    |      15M |        - |    39_6240 |    39_6240 |    9639.09 | *
    |      15M |        - |    39_6239 |    39_6239 |    9639.12 | *
    |      15M |        - |    39_6229 |    39_6229 |    9639.12 | *
    |      15M |        - |    39_6209 |    39_6209 |    9639.20 | *
    |      15M |        - |    37_6229 |    37_6229 |    9639.32 | *
    |      15M |        - |    37_6225 |    37_6225 |    9639.37 | *
    |      15M |        - |    36_6240 |    36_6240 |    9639.39 | *
    |      15M |        - |    34_6251 |    34_6251 |    9639.62 | *
    |      15M |        - |    34_6241 |    34_6241 |    9640.42 | *
    |      15M |        - |    34_6231 |    34_6231 |    9640.45 | *
    |      15M |        - |    31_6277 |    31_6277 |    9641.11 | *
    |      15M |        - |    27_6241 |    27_6241 |    9641.39 | *
    |      15M |        - |    26_6251 |    26_6251 |    9641.81 | *
    |      15M |        - |    26_6236 |    26_6236 |    9642.06 | *
    |      15M |        - |    24_6246 |    24_6246 |    9646.14 | *
    |      15M |        - |    24_6231 |    24_6231 |    9646.14 | *
    |      15M |        - |    24_6226 |    24_6226 |    9646.44 | *
    |      15M |        - |    24_6215 |    24_6215 |    9646.54 | *
    |      15M |        - |    24_6105 |    24_6105 |    9646.54 | *
    |      15M |        - |    23_6132 |    23_6132 |    9654.14 | *
    |      15M |        - |    23_6132 |    23_6132 |    9657.25 | 
    |      15M |        - |    22_6307 |    22_6307 |    9658.09 | *
    |      15M |        - |    22_6302 |    22_6302 |    9658.14 | *
    |      15M |        - |     5_6039 |    22_6302 |    9677.61 | p-4
    | ILS perturbation level=4                      |    9677.61 | 
    |      15M |        - |     5_6039 |    81_6261 |    9677.61 | p-4
    |      15M |        - |    75_6267 |    75_6267 |    9677.61 | *
    |      15M |        - |    74_6224 |    74_6224 |    9677.63 | *
    |      15M |        - |    72_6214 |    72_6214 |    9677.63 | *
    |      15M |        - |    72_6199 |    72_6199 |    9677.63 | *
    |      15M |        - |    65_6204 |    65_6204 |    9677.63 | *
    |      15M |        - |    65_6154 |    65_6154 |    9677.64 | *
    |      15M |        - |    65_6139 |    65_6139 |    9677.75 | *
    |      15M |        - |    63_6140 |    63_6140 |    9677.75 | *
    |      15M |        - |    63_6130 |    63_6130 |    9678.72 | *
    |      15M |        - |    61_6133 |    61_6133 |    9679.32 | *
    |      15M |        - |    58_6126 |    58_6126 |    9680.30 | *
    |      15M |        - |    58_6006 |    58_6006 |    9680.33 | *
    |      15M |        - |    55_6034 |    55_6034 |    9680.33 | *
    |      15M |        - |    54_6035 |    54_6035 |    9682.41 | *
    |      15M |        - |    52_6046 |    52_6046 |    9684.13 | *
    |      15M |        - |    47_6036 |    47_6036 |    9684.22 | *
    |      15M |        - |    46_6016 |    46_6016 |    9685.11 | *
    |      15M |        - |    45_6047 |    45_6047 |    9685.65 | *
    |      15M |        - |    42_6000 |    42_6000 |    9692.02 | *
    |      15M |        - |    39_6271 |    39_6271 |    9693.99 | *
    |      15M |        - |    37_6300 |    37_6300 |    9694.77 | *
    |      15M |        - |    37_6185 |    37_6185 |    9694.82 | *
    |      15M |        - |    37_6110 |    37_6110 |    9694.82 | *
    |      15M |        - |    36_6140 |    36_6140 |    9694.94 | *
    |      15M |        - |    36_6119 |    36_6119 |    9694.97 | *
    |      15M |        - |    34_6150 |    34_6150 |    9698.30 | *
    |      15M |        - |    34_6150 |    34_6150 |    9705.70 | 
    |      15M |        - |    33_6239 |    33_6239 |    9716.32 | *
    |      15M |        - |    32_6254 |    32_6254 |    9726.56 | *
    |      15M |        - |     5_6039 |    32_6254 |    9750.75 | p-4
    | ILS perturbation level=4                      |    9750.75 | 
    |      15M |        - |     5_6039 |    55_6039 |    9750.75 | p-4
    |      15M |        - |    48_6044 |    48_6044 |    9750.77 | *
    |      15M |        - |    47_6079 |    47_6079 |    9750.92 | *
    |      15M |        - |    44_6080 |    44_6080 |    9750.92 | *
    |      15M |        - |    15_6120 |    15_6120 |    9751.07 | *
    |      15M |        - |    12_6055 |    12_6055 |    9751.07 | *
    |      15M |        - |    10_6059 |    10_6059 |    9751.28 | *
    |      15M |        - |     7_6039 |     7_6039 |    9751.32 | *
    |      15M |        - |     5_6039 |     5_6039 |    9751.32 | *
    |      16M |        - |     5_6039 |     5_6039 |    9752.35 | 
    |      16M |        - |     5_6039 |     5_6039 |    9767.11 | p-4
    | ILS perturbation level=4                      |    9767.11 | 
    |      16M |        - |     5_6039 |    93_6299 |    9767.11 | p-4
    |      16M |        - |    51_6279 |    51_6279 |    9767.15 | *
    |      16M |        - |    43_6322 |    43_6322 |    9767.74 | *
    |      16M |        - |    43_6317 |    43_6317 |    9767.76 | *
    |      16M |        - |    41_6312 |    41_6312 |    9767.77 | *
    |      16M |        - |    40_6323 |    40_6323 |    9767.88 | *
    |      16M |        - |    38_6333 |    38_6333 |    9768.02 | *
    |      16M |        - |    38_6332 |    38_6332 |    9768.04 | *
    |      16M |        - |    38_6327 |    38_6327 |    9768.04 | *
    |      16M |        - |    38_6311 |    38_6311 |    9768.16 | *
    |      16M |        - |    38_6305 |    38_6305 |    9768.18 | *
    |      16M |        - |    38_6295 |    38_6295 |    9768.74 | *
    |      16M |        - |    37_6284 |    37_6284 |    9768.84 | *
    |      16M |        - |    36_6295 |    36_6295 |    9769.69 | *
    |      16M |        - |    35_6247 |    35_6247 |    9771.13 | *
    |      16M |        - |    35_6245 |    35_6245 |    9771.66 | *
    |      16M |        - |    34_6239 |    34_6239 |    9773.22 | *
    |      16M |        - |    33_6254 |    33_6254 |    9774.69 | *
    |      16M |        - |    32_6204 |    32_6204 |    9774.91 | *
    |      16M |        - |    31_6114 |    31_6114 |    9777.38 | *
    |      16M |        - |    29_6059 |    29_6059 |    9777.49 | *
    |      16M |        - |    29_6054 |    29_6054 |    9777.52 | *
    |      16M |        - |    29_6039 |    29_6039 |    9777.57 | *
    |      16M |        - |    27_6040 |    27_6040 |    9778.49 | *
    |      16M |        - |    26_6055 |    26_6055 |    9779.39 | *
    |      16M |        - |    25_6079 |    25_6079 |    9780.94 | *
    |      16M |        - |    24_6060 |    24_6060 |    9781.72 | *
    |      16M |        - |    23_6070 |    23_6070 |    9781.94 | *
    |      16M |        - |    22_6231 |    22_6231 |    9782.27 | *
    |      16M |        - |    22_6217 |    22_6217 |    9782.29 | *
    |      16M |        - |    21_6265 |    21_6265 |    9783.02 | *
    |      16M |        - |    21_6255 |    21_6255 |    9783.08 | *
    |      16M |        - |    20_6280 |    20_6280 |    9783.24 | *
    |      16M |        - |    19_6280 |    19_6280 |    9783.66 | *
    |      16M |        - |    17_6398 |    17_6398 |    9787.43 | *
    |      16M |        - |    14_6550 |    14_6550 |    9790.07 | *
    |      16M |        - |    14_6541 |    14_6541 |    9790.38 | *
    |      16M |        - |    14_6526 |    14_6526 |    9790.47 | *
    |      16M |        - |    14_6510 |    14_6510 |    9790.91 | *
    |      16M |        - |    14_6435 |    14_6435 |    9790.91 | *
    |      16M |        - |    14_6435 |    14_6435 |    9795.29 | 
    |      16M |        - |    12_6415 |    12_6415 |    9797.08 | *
    |      16M |        - |    12_6401 |    12_6401 |    9797.11 | *
    |      16M |        - |    12_6396 |    12_6396 |    9797.24 | *
    |      16M |        - |     5_6039 |    12_6396 |    9816.68 | p-4
    | ILS perturbation level=4                      |    9816.68 | 
    |      16M |        - |     5_6039 |    54_6003 |    9816.68 | p-4
    |      16M |        - |    51_6020 |    51_6020 |    9816.79 | *
    |      16M |        - |    36_6060 |    36_6060 |    9816.80 | *
    |      16M |        - |    31_6048 |    31_6048 |    9817.35 | *
    |      16M |        - |    29_6018 |    29_6018 |    9817.35 | *
    |      16M |        - |    29_5959 |    29_5959 |    9817.91 | *
    |      16M |        - |    25_5917 |    25_5917 |    9821.60 | *
    |      16M |        - |    25_5882 |    25_5882 |    9822.03 | *
    |      16M |        - |    21_5946 |    21_5946 |    9822.13 | *
    |      16M |        - |    21_5935 |    21_5935 |    9822.14 | *
    |      16M |        - |    21_5932 |    21_5932 |    9822.21 | *
    |      16M |        - |    21_5932 |    21_5932 |    9838.05 | 
    |      16M |        - |     5_6039 |    21_5932 |    9844.41 | p-4
    | ILS perturbation level=4                      |    9844.41 | 
    |      16M |        - |     5_6039 |    94_6106 |    9844.41 | p-4
    |      16M |        - |    87_6121 |    87_6121 |    9844.41 | *
    |      16M |        - |    85_6122 |    85_6122 |    9844.41 | *
    |      16M |        - |    67_6124 |    67_6124 |    9844.43 | *
    |      16M |        - |    67_6095 |    67_6095 |    9844.44 | *
    |      16M |        - |    66_6140 |    66_6140 |    9844.44 | *
    |      16M |        - |    58_6163 |    58_6163 |    9845.47 | *
    |      16M |        - |    56_6211 |    56_6211 |    9845.99 | *
    |      16M |        - |    56_6206 |    56_6206 |    9845.99 | *
    |      16M |        - |    52_6291 |    52_6291 |    9846.13 | *
    |      16M |        - |    51_6306 |    51_6306 |    9846.15 | *
    |      16M |        - |    49_6307 |    49_6307 |    9846.49 | *
    |      16M |        - |    49_6292 |    49_6292 |    9846.51 | *
    |      16M |        - |    41_6226 |    41_6226 |    9846.51 | *
    |      16M |        - |    34_6283 |    34_6283 |    9847.55 | *
    |      16M |        - |    33_6298 |    33_6298 |    9847.69 | *
    |      16M |        - |    32_6318 |    32_6318 |    9848.46 | *
    |      16M |        - |    31_6225 |    31_6225 |    9860.00 | *
    |      16M |        - |    31_6220 |    31_6220 |    9860.39 | *
    |      16M |        - |    30_6180 |    30_6180 |    9860.97 | *
    |      16M |        - |    30_6175 |    30_6175 |    9860.97 | *
    |      16M |        - |    27_6282 |    27_6282 |    9869.26 | *
    |      16M |        - |    27_6267 |    27_6267 |    9869.53 | *
    |      16M |        - |    25_6308 |    25_6308 |    9871.48 | *
    |      16M |        - |    24_6303 |    24_6303 |    9872.00 | *
    |      16M |        - |    24_6293 |    24_6293 |    9872.17 | *
    |      16M |        - |    24_6283 |    24_6283 |    9872.42 | *
    |      16M |        - |    24_6283 |    24_6283 |    9889.81 | 
    |      16M |        - |     5_6039 |    24_6283 |    9893.04 | p-4
    | ILS perturbation level=4                      |    9893.04 | 
    |      16M |        - |     5_6039 |    65_6321 |    9893.06 | p-4
    |      16M |        - |    63_6328 |    63_6328 |    9893.06 | *
    |      16M |        - |    49_6265 |    49_6265 |    9893.06 | *
    |      16M |        - |    41_6250 |    41_6250 |    9893.06 | *
    |      16M |        - |    39_6250 |    39_6250 |    9893.07 | *
    |      16M |        - |    39_6230 |    39_6230 |    9893.11 | *
    |      16M |        - |    37_6240 |    37_6240 |    9893.87 | *
    |      16M |        - |    30_6250 |    30_6250 |    9894.01 | *
    |      16M |        - |    29_6255 |    29_6255 |    9894.01 | *
    |      16M |        - |    26_6260 |    26_6260 |    9894.15 | *
    |      16M |        - |    25_6212 |    25_6212 |    9896.54 | *
    |      16M |        - |    24_6212 |    24_6212 |    9896.70 | *
    |      16M |        - |    23_6275 |    23_6275 |    9898.68 | *
    |      16M |        - |    23_6270 |    23_6270 |    9898.71 | *
    |      16M |        - |    22_6254 |    22_6254 |    9898.73 | *
    |      16M |        - |    16_6238 |    16_6238 |    9902.03 | *
    |      16M |        - |    15_6268 |    15_6268 |    9902.47 | *
    |      16M |        - |    12_6305 |    12_6305 |    9907.22 | *
    |      16M |        - |    12_6280 |    12_6280 |    9907.28 | *
    |      16M |        - |    12_6273 |    12_6273 |    9907.37 | *
    |      16M |        - |    12_6268 |    12_6268 |    9907.76 | *
    |      16M |        - |    11_6243 |    11_6243 |    9908.15 | *
    |      16M |        - |    11_6238 |    11_6238 |    9908.55 | *
    |      16M |        - |    11_6227 |    11_6227 |    9909.55 | *
    |      16M |        - |    11_6222 |    11_6222 |    9909.55 | *
    |      16M |        - |    11_6217 |    11_6217 |    9910.09 | *
    |      16M |        - |    10_6253 |    10_6253 |    9911.88 | *
    |      16M |        - |    10_6248 |    10_6248 |    9911.88 | *
    |      16M |        - |    10_6248 |    10_6248 |    9929.36 | 
    |      16M |        - |     5_6039 |    10_6248 |    9929.47 | p-4
    | ILS perturbation level=4                      |    9929.47 | 
    |      16M |        - |     5_6039 |   138_5924 |    9929.47 | p-4
    |      16M |        - |   138_5879 |   138_5879 |    9929.47 | *
    |      16M |        - |   135_5860 |   135_5860 |    9929.49 | *
    |      16M |        - |   135_5859 |   135_5859 |    9929.49 | *
    |      16M |        - |   135_5854 |   135_5854 |    9929.49 | *
    |      16M |        - |   133_5914 |   133_5914 |    9929.50 | *
    |      16M |        - |   130_5950 |   130_5950 |    9929.50 | *
    |      16M |        - |   130_5945 |   130_5945 |    9929.52 | *
    |      16M |        - |   117_6060 |   117_6060 |    9929.68 | *
    |      16M |        - |   117_6051 |   117_6051 |    9929.68 | *
    |      16M |        - |   117_5991 |   117_5991 |    9929.69 | *
    |      16M |        - |   114_6006 |   114_6006 |    9929.69 | *
    |      16M |        - |   114_6000 |   114_6000 |    9929.71 | *
    |      16M |        - |   112_5999 |   112_5999 |    9929.71 | *
    |      16M |        - |   109_6000 |   109_6000 |    9929.72 | *
    |      16M |        - |   106_6058 |   106_6058 |    9929.88 | *
    |      16M |        - |   104_6088 |   104_6088 |    9929.88 | *
    |      16M |        - |   103_6108 |   103_6108 |    9929.88 | *
    |      16M |        - |   103_6058 |   103_6058 |    9929.88 | *
    |      16M |        - |   102_6058 |   102_6058 |    9929.89 | *
    |      16M |        - |   102_6052 |   102_6052 |    9929.96 | *
    |      16M |        - |    93_6123 |    93_6123 |    9929.97 | *
    |      16M |        - |    87_6114 |    87_6114 |    9929.97 | *
    |      16M |        - |    86_6119 |    86_6119 |    9929.97 | *
    |      16M |        - |    84_6094 |    84_6094 |    9929.97 | *
    |      16M |        - |    83_6104 |    83_6104 |    9929.99 | *
    |      16M |        - |    81_6114 |    81_6114 |    9929.99 | *
    |      16M |        - |    80_6103 |    80_6103 |    9930.00 | *
    |      16M |        - |    80_6098 |    80_6098 |    9930.13 | *
    |      16M |        - |    76_6049 |    76_6049 |    9939.83 | *
    |      16M |        - |    74_6043 |    74_6043 |    9939.85 | *
    |      16M |        - |    73_6063 |    73_6063 |    9939.85 | *
    |      16M |        - |    71_6078 |    71_6078 |    9939.85 | *
    |      16M |        - |    71_6077 |    71_6077 |    9939.88 | *
    |      16M |        - |    70_6083 |    70_6083 |    9939.91 | *
    |      16M |        - |    70_6077 |    70_6077 |    9939.97 | *
    |      16M |        - |    69_6092 |    69_6092 |    9942.36 | *
    |      16M |        - |    69_6079 |    69_6079 |    9942.40 | *
    |      16M |        - |    67_6082 |    67_6082 |    9942.46 | *
    |      16M |        - |    67_6067 |    67_6067 |    9942.57 | *
    |      16M |        - |    67_6061 |    67_6061 |    9942.58 | *
    |      16M |        - |    65_6071 |    65_6071 |    9942.60 | *
    |      16M |        - |    65_6066 |    65_6066 |    9942.61 | *
    |      16M |        - |    64_6071 |    64_6071 |    9942.68 | *
    |      16M |        - |    62_6382 |    62_6382 |    9943.86 | *
    |      16M |        - |    60_6378 |    60_6378 |    9944.44 | *
    |      16M |        - |    60_6373 |    60_6373 |    9944.46 | *
    |      16M |        - |    60_6368 |    60_6368 |    9944.49 | *
    |      16M |        - |    58_6303 |    58_6303 |    9985.06 | *
    |      16M |        - |    55_6185 |    55_6185 |   10016.27 | *
    |      16M |        - |    53_6157 |    53_6157 |   10017.71 | *
    |      16M |        - |    51_6167 |    51_6167 |   10017.72 | *
    |      16M |        - |    48_6106 |    48_6106 |   10018.18 | *
    |      16M |        - |    47_6022 |    47_6022 |   10037.64 | *
    |      16M |        - |    47_5992 |    47_5992 |   10038.12 | *
    |      16M |        - |    45_6193 |    45_6193 |   10043.46 | *
    |      16M |        - |    45_6193 |    45_6193 |   10059.43 | 
    |      16M |        - |     5_6039 |    45_6193 |   10075.95 | p-4
    | ILS perturbation level=4                      |   10075.95 | 
    |      16M |        - |     5_6039 |    48_6034 |   10075.95 | p-4
    |      16M |        - |    36_6035 |    36_6035 |   10076.40 | *
    |      16M |        - |    34_6041 |    34_6041 |   10076.50 | *
    |      16M |        - |    29_6030 |    29_6030 |   10076.51 | *
    |      16M |        - |    27_6035 |    27_6035 |   10076.61 | *
    |      16M |        - |    26_6050 |    26_6050 |   10076.75 | *
    |      16M |        - |    25_6049 |    25_6049 |   10076.84 | *
    |      16M |        - |    25_6048 |    25_6048 |   10076.86 | *
    |      16M |        - |    25_6038 |    25_6038 |   10076.87 | *
    |      16M |        - |    25_6035 |    25_6035 |   10076.89 | *
    |      16M |        - |    17_6090 |    17_6090 |   10089.02 | *
    |      16M |        - |    17_6090 |    17_6090 |   10103.84 | 
    |      16M |        - |    16_6129 |    16_6129 |   10105.07 | *
    |      16M |        - |    16_6014 |    16_6014 |   10105.08 | *
    |      16M |        - |    16_6004 |    16_6004 |   10105.19 | *
    |      16M |        - |    16_5994 |    16_5994 |   10105.19 | *
    |      16M |        - |    16_5992 |    16_5992 |   10107.19 | *
    |      16M |        - |    15_6008 |    15_6008 |   10119.64 | *
    |      16M |        - |     5_6039 |    15_6008 |   10139.90 | p-4
    | ILS perturbation level=4                      |   10139.90 | 
    |      16M |        - |     5_6039 |   126_5784 |   10139.90 | p-4
    |      16M |        - |   125_5833 |   125_5833 |   10139.90 | *
    |      16M |        - |   122_5823 |   122_5823 |   10139.90 | *
    |      16M |        - |   120_5832 |   120_5832 |   10139.90 | *
    |      16M |        - |   106_5804 |   106_5804 |   10140.08 | *
    |      16M |        - |   104_5793 |   104_5793 |   10140.10 | *
    |      16M |        - |   103_5773 |   103_5773 |   10140.10 | *
    |      16M |        - |   101_5773 |   101_5773 |   10140.10 | *
    |      16M |        - |    93_5807 |    93_5807 |   10140.52 | *
    |      16M |        - |    93_5792 |    93_5792 |   10140.54 | *
    |      16M |        - |    91_5791 |    91_5791 |   10140.54 | *
    |      16M |        - |    90_5797 |    90_5797 |   10140.54 | *
    |      16M |        - |    90_5777 |    90_5777 |   10140.55 | *
    |      16M |        - |    87_6240 |    87_6240 |   10142.72 | *
    |      16M |        - |    86_6255 |    86_6255 |   10142.75 | *
    |      16M |        - |    70_6264 |    70_6264 |   10142.76 | *
    |      16M |        - |    68_6259 |    68_6259 |   10142.79 | *
    |      16M |        - |    59_6303 |    59_6303 |   10143.60 | *
    |      16M |        - |    59_6293 |    59_6293 |   10143.61 | *
    |      16M |        - |    59_6288 |    59_6288 |   10143.61 | *
    |      16M |        - |    58_6303 |    58_6303 |   10143.63 | *
    |      16M |        - |    58_6213 |    58_6213 |   10143.68 | *
    |      16M |        - |    58_6196 |    58_6196 |   10144.68 | *
    |      16M |        - |    56_6236 |    56_6236 |   10144.82 | *
    |      16M |        - |    56_6226 |    56_6226 |   10144.88 | *
    |      16M |        - |    54_6206 |    54_6206 |   10145.02 | *
    |      16M |        - |    52_6211 |    52_6211 |   10145.30 | *
    |      16M |        - |    52_6211 |    52_6211 |   10151.57 | 
    |      16M |        - |    50_6201 |    50_6201 |   10160.34 | *
    |      16M |        - |    48_6231 |    48_6231 |   10160.36 | *
    |      16M |        - |    47_6370 |    47_6370 |   10160.96 | *
    |      16M |        - |    46_6440 |    46_6440 |   10161.02 | *
    |      16M |        - |    44_6466 |    44_6466 |   10161.27 | *
    |      16M |        - |    42_6466 |    42_6466 |   10161.38 | *
    |      16M |        - |    37_6450 |    37_6450 |   10163.58 | *
    |      16M |        - |    36_6435 |    36_6435 |   10172.07 | *
    |      16M |        - |    35_6440 |    35_6440 |   10175.11 | *
    |      16M |        - |    35_6435 |    35_6435 |   10175.16 | *
    |      16M |        - |    34_6579 |    34_6579 |   10175.29 | *
    |      16M |        - |    33_6613 |    33_6613 |   10187.75 | *
    |      16M |        - |    31_6583 |    31_6583 |   10188.98 | *
    |      16M |        - |    31_6583 |    31_6583 |   10199.19 | 
    |      16M |        - |     5_6039 |    31_6583 |   10209.46 | p-4
    | ILS perturbation level=4                      |   10209.46 | 
    |      16M |        - |     5_6039 |    47_6156 |   10209.46 | p-4
    |      16M |        - |    45_6151 |    45_6151 |   10209.46 | *
    |      16M |        - |    39_6166 |    39_6166 |   10209.47 | *
    |      16M |        - |    38_6156 |    38_6156 |   10209.60 | *
    |      16M |        - |    36_6156 |    36_6156 |   10209.61 | *
    |      16M |        - |    35_6151 |    35_6151 |   10209.64 | *
    |      16M |        - |    32_6131 |    32_6131 |   10210.82 | *
    |      16M |        - |    31_6136 |    31_6136 |   10214.64 | *
    |      16M |        - |    28_6063 |    28_6063 |   10216.46 | *
    |      16M |        - |    21_6090 |    21_6090 |   10217.91 | *
    |      16M |        - |    21_6086 |    21_6086 |   10218.37 | *
    |      16M |        - |    20_6049 |    20_6049 |   10218.77 | *
    |      16M |        - |    20_6029 |    20_6029 |   10218.77 | *
    |      16M |        - |    19_6034 |    19_6034 |   10220.99 | *
    |      16M |        - |    19_6033 |    19_6033 |   10221.30 | *
    |      16M |        - |    18_6037 |    18_6037 |   10221.94 | *
    |      16M |        - |    17_5997 |    17_5997 |   10232.81 | *
    |      16M |        - |    16_6057 |    16_6057 |   10234.82 | *
    |      16M |        - |    16_6057 |    16_6057 |   10240.63 | 
    |      16M |        - |    15_6035 |    15_6035 |   10250.04 | *
    |      16M |        - |     5_6039 |    15_6035 |   10271.48 | p-4
    | ILS perturbation level=4                      |   10271.48 | 
    |      16M |        - |     5_6039 |   109_6156 |   10271.48 | p-4
    |      16M |        - |   107_6142 |   107_6142 |   10271.48 | *
    |      16M |        - |   101_6127 |   101_6127 |   10271.48 | *
    |      16M |        - |    99_6092 |    99_6092 |   10271.48 | *
    |      16M |        - |    97_6126 |    97_6126 |   10271.49 | *
    |      16M |        - |    96_6151 |    96_6151 |   10271.51 | *
    |      16M |        - |    95_6171 |    95_6171 |   10271.53 | *
    |      16M |        - |    94_6191 |    94_6191 |   10271.53 | *
    |      16M |        - |    94_6166 |    94_6166 |   10271.53 | *
    |      16M |        - |    92_6169 |    92_6169 |   10271.53 | *
    |      16M |        - |    92_6155 |    92_6155 |   10271.54 | *
    |      16M |        - |    92_6150 |    92_6150 |   10271.56 | *
    |      16M |        - |    92_6111 |    92_6111 |   10271.56 | *
    |      16M |        - |    90_6126 |    90_6126 |   10271.57 | *
    |      16M |        - |    86_6248 |    86_6248 |   10271.71 | *
    |      16M |        - |    86_6223 |    86_6223 |   10271.71 | *
    |      16M |        - |    83_6269 |    83_6269 |   10272.96 | *
    |      16M |        - |    79_6286 |    79_6286 |   10274.58 | *
    |      16M |        - |    77_6327 |    77_6327 |   10274.59 | *
    |      16M |        - |    77_6322 |    77_6322 |   10274.61 | *
    |      16M |        - |    77_6272 |    77_6272 |   10274.70 | *
    |      16M |        - |    70_6281 |    70_6281 |   10274.82 | *
    |      16M |        - |    69_6300 |    69_6300 |   10275.80 | *
    |      16M |        - |    69_6295 |    69_6295 |   10275.82 | *
    |      16M |        - |    68_6310 |    68_6310 |   10275.83 | *
    |      16M |        - |    66_6245 |    66_6245 |   10276.22 | *
    |      16M |        - |    64_6220 |    64_6220 |   10276.23 | *
    |      16M |        - |    63_6265 |    63_6265 |   10276.33 | *
    |      16M |        - |    61_6234 |    61_6234 |   10276.47 | *
    |      16M |        - |    54_6153 |    54_6153 |   10279.93 | *
    |      16M |        - |    54_6113 |    54_6113 |   10280.15 | *
    |      16M |        - |    52_6108 |    52_6108 |   10280.29 | *
    |      16M |        - |    50_6163 |    50_6163 |   10280.51 | *
    |      16M |        - |    50_6158 |    50_6158 |   10281.75 | *
    |      16M |        - |    50_6148 |    50_6148 |   10281.78 | *
    |      16M |        - |    50_6143 |    50_6143 |   10281.79 | *
    |      16M |        - |    50_6018 |    50_6018 |   10281.79 | *
    |      16M |        - |    47_5972 |    47_5972 |   10282.03 | *
    |      16M |        - |    45_6002 |    45_6002 |   10282.12 | *
    |      16M |        - |    44_6122 |    44_6122 |   10282.25 | *
    |      16M |        - |    44_6102 |    44_6102 |   10282.30 | *
    |      16M |        - |    42_6102 |    42_6102 |   10289.17 | *
    |      16M |        - |    42_6067 |    42_6067 |   10289.18 | *
    |      16M |        - |    42_6037 |    42_6037 |   10289.18 | *
    |      16M |        - |    42_6032 |    42_6032 |   10289.19 | *
    |      16M |        - |    40_6040 |    40_6040 |   10289.40 | *
    |      16M |        - |    40_6035 |    40_6035 |   10289.62 | *
    |      16M |        - |    40_6020 |    40_6020 |   10289.76 | *
    |      16M |        - |    39_6060 |    39_6060 |   10289.78 | *
    |      16M |        - |    38_6104 |    38_6104 |   10294.01 | *
    |      16M |        - |    36_6119 |    36_6119 |   10296.12 | *
    |      16M |        - |    33_6259 |    33_6259 |   10297.47 | *
    |      16M |        - |    33_6251 |    33_6251 |   10298.06 | *
    |      16M |        - |    33_6250 |    33_6250 |   10298.22 | *
    |      17M |        - |    33_6250 |    33_6250 |   10298.64 | 
    |      17M |        - |    31_6295 |    31_6295 |   10305.09 | *
    |      17M |        - |    26_6261 |    26_6261 |   10305.12 | *
    |      17M |        - |    24_6236 |    24_6236 |   10308.67 | *
    |      17M |        - |     5_6039 |    24_6236 |   10331.80 | p-4
    | ILS perturbation level=4                      |   10331.80 | 
    |      17M |        - |     5_6039 |    43_6000 |   10331.80 | p-4
    |      17M |        - |    28_6014 |    28_6014 |   10331.91 | *
    |      17M |        - |    25_6001 |    25_6001 |   10332.14 | *
    |      17M |        - |    24_6022 |    24_6022 |   10332.18 | *
    |      17M |        - |    22_6023 |    22_6023 |   10332.18 | *
    |      17M |        - |    18_6012 |    18_6012 |   10332.30 | *
    |      17M |        - |    16_6047 |    16_6047 |   10332.46 | *
    |      17M |        - |    15_6012 |    15_6012 |   10332.55 | *
    |      17M |        - |    15_6011 |    15_6011 |   10332.82 | *
    |      17M |        - |    15_6011 |    15_6011 |   10342.90 | 
    |      17M |        - |    10_6082 |    10_6082 |   10350.96 | *
    |      17M |        - |     5_6039 |    10_6082 |   10368.41 | p-4
    | ILS perturbation level=4                      |   10368.41 | 
    |      17M |        - |     5_6039 |    55_6023 |   10368.41 | p-4
    |      17M |        - |    55_6018 |    55_6018 |   10368.41 | *
    |      17M |        - |    47_6027 |    47_6027 |   10368.50 | *
    |      17M |        - |    43_6022 |    43_6022 |   10368.50 | *
    |      17M |        - |    42_6122 |    42_6122 |   10368.52 | *
    |      17M |        - |    40_6201 |    40_6201 |   10368.66 | *
    |      17M |        - |    40_6197 |    40_6197 |   10368.88 | *
    |      17M |        - |    40_6182 |    40_6182 |   10369.02 | *
    |      17M |        - |    36_6212 |    36_6212 |   10370.10 | *
    |      17M |        - |    34_6234 |    34_6234 |   10370.22 | *
    |      17M |        - |    34_6228 |    34_6228 |   10371.43 | *
    |      17M |        - |    33_6253 |    33_6253 |   10371.71 | *
    |      17M |        - |    31_6252 |    31_6252 |   10371.85 | *
    |      17M |        - |    30_6275 |    30_6275 |   10372.93 | *
    |      17M |        - |    29_6280 |    29_6280 |   10373.08 | *
    |      17M |        - |    27_6395 |    27_6395 |   10374.40 | *
