java -jar itc2021.jar ITC2021_Middle_2.xml ITC2021_Middle_2Soln.xml -start ITC2021_Middle_2Soln.xml -seed 1 -time 10800 -verbose 0 -fixOptTime 100

Instance....: Middle2
Algorithm...: ILS (rnaMax=50K, itersP=50, p0=1, pMax=20)
Other params: maxIters=1000K, seed=1, timeLimit=10800.00s

    /------------------------------------------------------------\
    |     Iter |   Gap(%) |         S* |         S' |       Time | 
    |      13M |        - |    72_7350 |    72_7350 |    9319.98 | *
    |      13M |        - |    71_7356 |    71_7356 |    9319.98 | *
    |      13M |        - |    70_7295 |    70_7295 |    9321.05 | *
    |      13M |        - |    62_7288 |    62_7288 |    9321.25 | *
    |      13M |        - |    56_7302 |    56_7302 |    9321.29 | *
    |      13M |        - |    54_7292 |    54_7292 |    9321.31 | *
    |      13M |        - |    49_7282 |    49_7282 |    9321.67 | *
    |      13M |        - |    45_7333 |    45_7333 |    9321.96 | *
    |      13M |        - |    45_7281 |    45_7281 |    9322.06 | *
    |      13M |        - |    45_7275 |    45_7275 |    9322.70 | *
    |      13M |        - |    43_7185 |    43_7185 |    9325.49 | *
    |      13M |        - |    43_7185 |    43_7185 |    9345.78 | 
    |      13M |        - |    38_7248 |    38_7248 |    9347.47 | *
    |      13M |        - |    17_7328 |    38_7248 |    9370.97 | p-3
    | ILS perturbation level=3                      |    9370.97 | 
    |      13M |        - |    17_7328 |   108_6992 |    9370.97 | p-3
    |      13M |        - |   104_7007 |   104_7007 |    9370.99 | *
    |      13M |        - |    93_7191 |    93_7191 |    9370.99 | *
    |      13M |        - |    86_7160 |    86_7160 |    9371.00 | *
    |      13M |        - |    84_7165 |    84_7165 |    9371.80 | *
    |      13M |        - |    84_7140 |    84_7140 |    9371.82 | *
    |      13M |        - |    83_7145 |    83_7145 |    9371.86 | *
    |      13M |        - |    83_7144 |    83_7144 |    9371.91 | *
    |      13M |        - |    83_7136 |    83_7136 |    9371.91 | *
    |      13M |        - |    76_7164 |    76_7164 |    9375.92 | *
    |      13M |        - |    55_7252 |    55_7252 |    9375.99 | *
    |      13M |        - |    52_7247 |    52_7247 |    9376.04 | *
    |      13M |        - |    52_7242 |    52_7242 |    9376.04 | *
    |      13M |        - |    49_7262 |    49_7262 |    9376.10 | *
    |      13M |        - |    47_7260 |    47_7260 |    9376.28 | *
    |      13M |        - |    47_7251 |    47_7251 |    9376.30 | *
    |      13M |        - |    46_7264 |    46_7264 |    9377.74 | *
    |      13M |        - |    46_7259 |    46_7259 |    9377.76 | *
    |      13M |        - |    42_7240 |    42_7240 |    9385.18 | *
    |      13M |        - |    31_7314 |    31_7314 |    9400.14 | *
    |      13M |        - |    29_7350 |    29_7350 |    9400.49 | *
    |      13M |        - |    27_7314 |    27_7314 |    9400.50 | *
    |      13M |        - |    25_7314 |    25_7314 |    9400.60 | *
    |      13M |        - |    25_7309 |    25_7309 |    9401.41 | *
    |      13M |        - |    21_7354 |    21_7354 |    9401.67 | *
    |      13M |        - |    20_7359 |    20_7359 |    9401.78 | *
    |      13M |        - |    19_7364 |    19_7364 |    9401.92 | *
    |      13M |        - |    19_7359 |    19_7359 |    9402.17 | *
    |      13M |        - |    19_7355 |    19_7355 |    9402.20 | *
    |      13M |        - |    19_7355 |    19_7355 |    9402.49 | 
    |      13M |        - |    17_7328 |    19_7355 |    9421.88 | p-3
    | ILS perturbation level=3                      |    9421.88 | 
    |      13M |        - |    17_7328 |   134_7537 |    9421.88 | p-3
    |      13M |        - |   133_7527 |   133_7527 |    9421.88 | *
    |      13M |        - |   133_7481 |   133_7481 |    9421.90 | *
    |      13M |        - |   130_7476 |   130_7476 |    9421.90 | *
    |      13M |        - |   128_7391 |   128_7391 |    9421.90 | *
    |      13M |        - |   125_7376 |   125_7376 |    9421.90 | *
    |      13M |        - |   125_7375 |   125_7375 |    9421.90 | *
    |      13M |        - |   125_7355 |   125_7355 |    9421.91 | *
    |      13M |        - |   124_7360 |   124_7360 |    9421.91 | *
    |      13M |        - |   120_7346 |   120_7346 |    9421.91 | *
    |      13M |        - |   116_7341 |   116_7341 |    9422.15 | *
    |      13M |        - |   115_7291 |   115_7291 |    9422.18 | *
    |      13M |        - |   112_7306 |   112_7306 |    9422.21 | *
    |      13M |        - |   109_7171 |   109_7171 |    9422.23 | *
    |      13M |        - |   108_7060 |   108_7060 |    9425.79 | *
    |      13M |        - |   106_7081 |   106_7081 |    9425.80 | *
    |      13M |        - |    97_6969 |    97_6969 |    9446.86 | *
    |      13M |        - |    96_6969 |    96_6969 |    9446.89 | *
    |      13M |        - |    92_6953 |    92_6953 |    9446.90 | *
    |      13M |        - |    92_6903 |    92_6903 |    9446.90 | *
    |      13M |        - |    91_6956 |    91_6956 |    9446.93 | *
    |      13M |        - |    86_7097 |    86_7097 |    9446.97 | *
    |      13M |        - |    79_7131 |    79_7131 |    9446.99 | *
    |      13M |        - |    67_7236 |    67_7236 |    9446.99 | *
    |      13M |        - |    64_7327 |    64_7327 |    9447.20 | *
    |      13M |        - |    62_7432 |    62_7432 |    9448.75 | *
    |      13M |        - |    61_7448 |    61_7448 |    9450.91 | *
    |      13M |        - |    59_7440 |    59_7440 |    9452.51 | *
    |      13M |        - |    55_7597 |    55_7597 |    9465.05 | *
    |      13M |        - |    52_7567 |    52_7567 |    9465.19 | *
    |      13M |        - |    51_7477 |    51_7477 |    9470.05 | *
    |      13M |        - |    49_7705 |    49_7705 |    9472.78 | *
    |      13M |        - |    49_7705 |    49_7705 |    9485.97 | 
    |      13M |        - |    17_7328 |    49_7705 |    9503.82 | p-3
    | ILS perturbation level=3                      |    9503.82 | 
    |      13M |        - |    17_7328 |   121_7350 |    9503.84 | p-3
    |      13M |        - |   119_7247 |   119_7247 |    9503.84 | *
    |      13M |        - |   118_7301 |   118_7301 |    9503.85 | *
    |      13M |        - |   115_7387 |   115_7387 |    9503.85 | *
    |      13M |        - |   115_7378 |   115_7378 |    9503.88 | *
    |      13M |        - |   115_7368 |   115_7368 |    9503.88 | *
    |      13M |        - |   115_7363 |   115_7363 |    9503.90 | *
    |      13M |        - |   110_7390 |   110_7390 |    9503.92 | *
    |      13M |        - |   106_7386 |   106_7386 |    9503.92 | *
    |      13M |        - |   103_7391 |   103_7391 |    9503.93 | *
    |      13M |        - |   103_7253 |   103_7253 |    9503.93 | *
    |      13M |        - |   100_7233 |   100_7233 |    9503.95 | *
    |      13M |        - |    99_7218 |    99_7218 |    9503.95 | *
    |      13M |        - |    92_7222 |    92_7222 |    9504.06 | *
    |      13M |        - |    91_7211 |    91_7211 |    9504.06 | *
    |      13M |        - |    86_7185 |    86_7185 |    9504.07 | *
    |      13M |        - |    81_7170 |    81_7170 |    9507.56 | *
    |      13M |        - |    80_7234 |    80_7234 |    9507.57 | *
    |      13M |        - |    78_7238 |    78_7238 |    9507.62 | *
    |      13M |        - |    77_7185 |    77_7185 |    9507.73 | *
    |      13M |        - |    75_7160 |    75_7160 |    9507.75 | *
    |      13M |        - |    72_7222 |    72_7222 |    9508.75 | *
    |      13M |        - |    70_7202 |    70_7202 |    9509.23 | *
    |      13M |        - |    69_7232 |    69_7232 |    9509.28 | *
    |      13M |        - |    69_7167 |    69_7167 |    9509.57 | *
    |      13M |        - |    64_6954 |    64_6954 |    9510.90 | *
    |      13M |        - |    64_6943 |    64_6943 |    9510.93 | *
    |      13M |        - |    57_7122 |    57_7122 |    9519.61 | *
    |      13M |        - |    56_7163 |    56_7163 |    9523.08 | *
    |      13M |        - |    56_7152 |    56_7152 |    9523.23 | *
    |      13M |        - |    54_7193 |    54_7193 |    9524.53 | *
    |      13M |        - |    52_7108 |    52_7108 |    9537.42 | *
    |      13M |        - |    50_7134 |    50_7134 |    9537.88 | *
    |      13M |        - |    49_7086 |    49_7086 |    9540.05 | *
    |      13M |        - |    47_7077 |    47_7077 |    9552.70 | *
    |      13M |        - |    47_7077 |    47_7077 |    9565.55 | 
    |      13M |        - |    17_7328 |    47_7077 |    9584.19 | p-3
    | ILS perturbation level=3                      |    9584.19 | 
    |      13M |        - |    17_7328 |   125_7509 |    9584.19 | p-3
    |      13M |        - |   112_7519 |   112_7519 |    9584.21 | *
    |      13M |        - |   102_7502 |   102_7502 |    9584.21 | *
    |      13M |        - |   101_7451 |   101_7451 |    9584.22 | *
    |      13M |        - |   100_7391 |   100_7391 |    9584.22 | *
    |      13M |        - |    94_7527 |    94_7527 |    9584.26 | *
    |      13M |        - |    93_7652 |    93_7652 |    9584.27 | *
    |      13M |        - |    84_7663 |    84_7663 |    9585.12 | *
    |      13M |        - |    81_7660 |    81_7660 |    9585.15 | *
    |      13M |        - |    69_7626 |    69_7626 |    9585.18 | *
    |      13M |        - |    68_7620 |    68_7620 |    9585.20 | *
    |      13M |        - |    57_7616 |    57_7616 |    9585.31 | *
    |      13M |        - |    57_7606 |    57_7606 |    9585.32 | *
    |      13M |        - |    56_7614 |    56_7614 |    9585.37 | *
    |      13M |        - |    55_7685 |    55_7685 |    9585.43 | *
    |      13M |        - |    55_7535 |    55_7535 |    9585.46 | *
    |      13M |        - |    49_7513 |    49_7513 |    9586.30 | *
    |      13M |        - |    43_7281 |    43_7281 |    9588.80 | *
    |      13M |        - |    39_7281 |    39_7281 |    9589.10 | *
    |      13M |        - |    36_7395 |    36_7395 |    9591.04 | *
    |      13M |        - |    34_7382 |    34_7382 |    9592.34 | *
    |      13M |        - |    33_7461 |    33_7461 |    9598.57 | *
    |      13M |        - |    31_7496 |    31_7496 |    9608.14 | *
    |      14M |        - |    31_7496 |    31_7496 |    9623.36 | 
    |      14M |        - |    17_7328 |    31_7496 |    9630.65 | p-3
    | ILS perturbation level=3                      |    9630.65 | 
    |      14M |        - |    17_7328 |    88_7542 |    9630.65 | p-3
    |      14M |        - |    77_7512 |    77_7512 |    9630.67 | *
    |      14M |        - |    75_7504 |    75_7504 |    9630.69 | *
    |      14M |        - |    75_7423 |    75_7423 |    9630.70 | *
    |      14M |        - |    74_7593 |    74_7593 |    9630.73 | *
    |      14M |        - |    69_7587 |    69_7587 |    9631.62 | *
    |      14M |        - |    67_7607 |    67_7607 |    9631.94 | *
    |      14M |        - |    66_7607 |    66_7607 |    9632.08 | *
    |      14M |        - |    64_7443 |    64_7443 |    9641.30 | *
    |      14M |        - |    64_7418 |    64_7418 |    9641.46 | *
    |      14M |        - |    62_7407 |    62_7407 |    9644.24 | *
    |      14M |        - |    61_7437 |    61_7437 |    9644.37 | *
    |      14M |        - |    61_7432 |    61_7432 |    9644.37 | *
    |      14M |        - |    60_7427 |    60_7427 |    9644.73 | *
    |      14M |        - |    60_7422 |    60_7422 |    9644.93 | *
    |      14M |        - |    57_7331 |    57_7331 |    9646.90 | *
    |      14M |        - |    50_7540 |    50_7540 |    9648.52 | *
    |      14M |        - |    49_7495 |    49_7495 |    9648.55 | *
    |      14M |        - |    49_7488 |    49_7488 |    9650.58 | *
    |      14M |        - |    47_7487 |    47_7487 |    9652.02 | *
    |      14M |        - |    46_7554 |    46_7554 |    9652.86 | *
    |      14M |        - |    45_7516 |    45_7516 |    9653.83 | *
    |      14M |        - |    43_7681 |    43_7681 |    9659.77 | *
    |      14M |        - |    43_7671 |    43_7671 |    9659.77 | *
    |      14M |        - |    43_7567 |    43_7567 |    9659.81 | *
    |      14M |        - |    39_7444 |    39_7444 |    9660.36 | *
    |      14M |        - |    38_7390 |    38_7390 |    9663.38 | *
    |      14M |        - |    38_7386 |    38_7386 |    9663.41 | *
    |      14M |        - |    38_7385 |    38_7385 |    9663.49 | *
    |      14M |        - |    37_7290 |    37_7290 |    9673.22 | *
    |      14M |        - |    37_7290 |    37_7290 |    9698.87 | 
    |      14M |        - |    17_7328 |    37_7290 |    9701.13 | p-3
    | ILS perturbation level=3                      |    9701.13 | 
    |      14M |        - |    17_7328 |   107_7185 |    9701.13 | p-3
    |      14M |        - |    81_7251 |    81_7251 |    9701.13 | *
    |      14M |        - |    76_7251 |    76_7251 |    9701.15 | *
    |      14M |        - |    76_7236 |    76_7236 |    9701.16 | *
    |      14M |        - |    73_7210 |    73_7210 |    9701.16 | *
    |      14M |        - |    72_7200 |    72_7200 |    9701.19 | *
    |      14M |        - |    71_7190 |    71_7190 |    9701.19 | *
    |      14M |        - |    71_7185 |    71_7185 |    9701.21 | *
    |      14M |        - |    65_7158 |    65_7158 |    9701.24 | *
    |      14M |        - |    65_7152 |    65_7152 |    9701.33 | *
    |      14M |        - |    63_7156 |    63_7156 |    9701.35 | *
    |      14M |        - |    61_7180 |    61_7180 |    9701.71 | *
    |      14M |        - |    57_7190 |    57_7190 |    9701.71 | *
    |      14M |        - |    55_7250 |    55_7250 |    9701.72 | *
    |      14M |        - |    55_7230 |    55_7230 |    9701.79 | *
    |      14M |        - |    48_7244 |    48_7244 |    9702.04 | *
    |      14M |        - |    43_7410 |    43_7410 |    9705.21 | *
    |      14M |        - |    42_7412 |    42_7412 |    9706.26 | *
    |      14M |        - |    40_7428 |    40_7428 |    9706.41 | *
    |      14M |        - |    39_7298 |    39_7298 |    9710.80 | *
    |      14M |        - |    39_7288 |    39_7288 |    9710.98 | *
    |      14M |        - |    38_7234 |    38_7234 |    9713.43 | *
    |      14M |        - |    37_7239 |    37_7239 |    9716.04 | *
    |      14M |        - |    33_7322 |    33_7322 |    9717.66 | *
    |      14M |        - |    33_7318 |    33_7318 |    9718.03 | *
    |      14M |        - |    17_7328 |    33_7318 |    9743.64 | p-3
    | ILS perturbation level=3                      |    9743.64 | 
    |      14M |        - |    17_7328 |    79_7425 |    9743.64 | p-3
    |      14M |        - |    76_7451 |    76_7451 |    9743.65 | *
    |      14M |        - |    73_7441 |    73_7441 |    9743.65 | *
    |      14M |        - |    65_7337 |    65_7337 |    9744.65 | *
    |      14M |        - |    45_7318 |    45_7318 |    9744.65 | *
    |      14M |        - |    42_7319 |    42_7319 |    9744.66 | *
    |      14M |        - |    42_7309 |    42_7309 |    9744.66 | *
    |      14M |        - |    40_7310 |    40_7310 |    9745.15 | *
    |      14M |        - |    39_7360 |    39_7360 |    9745.16 | *
    |      14M |        - |    39_7289 |    39_7289 |    9745.32 | *
    |      14M |        - |    37_7283 |    37_7283 |    9745.34 | *
    |      14M |        - |    35_7318 |    35_7318 |    9745.88 | *
    |      14M |        - |    28_7355 |    28_7355 |    9746.60 | *
    |      14M |        - |    26_7352 |    26_7352 |    9746.61 | *
    |      14M |        - |    26_7352 |    26_7352 |    9752.25 | 
    |      14M |        - |    17_7328 |    26_7352 |    9766.66 | p-3
    | ILS perturbation level=3                      |    9766.66 | 
    |      14M |        - |    17_7328 |    59_7300 |    9766.66 | p-3
    |      14M |        - |    59_7295 |    59_7295 |    9766.69 | *
    |      14M |        - |    56_7330 |    56_7330 |    9766.71 | *
    |      14M |        - |    53_7317 |    53_7317 |    9766.72 | *
    |      14M |        - |    52_7282 |    52_7282 |    9766.76 | *
    |      14M |        - |    50_7281 |    50_7281 |    9766.79 | *
    |      14M |        - |    47_7282 |    47_7282 |    9767.55 | *
    |      14M |        - |    43_7277 |    43_7277 |    9767.77 | *
    |      14M |        - |    42_7286 |    42_7286 |    9767.94 | *
    |      14M |        - |    40_7306 |    40_7306 |    9768.77 | *
    |      14M |        - |    39_7326 |    39_7326 |    9769.99 | *
    |      14M |        - |    38_7263 |    38_7263 |    9771.33 | *
    |      14M |        - |    37_7333 |    37_7333 |    9777.21 | *
    |      14M |        - |    36_7292 |    36_7292 |    9777.21 | *
    |      14M |        - |    33_7282 |    33_7282 |    9777.43 | *
    |      14M |        - |    29_7313 |    29_7313 |    9790.62 | *
    |      14M |        - |    29_7313 |    29_7313 |    9800.76 | 
    |      14M |        - |    28_7404 |    28_7404 |    9812.70 | *
    |      14M |        - |    28_7384 |    28_7384 |    9813.02 | *
    |      14M |        - |    20_7445 |    20_7445 |    9820.32 | *
    |      14M |        - |    17_7328 |    20_7445 |    9840.83 | p-3
    | ILS perturbation level=3                      |    9840.83 | 
    |      14M |        - |    17_7328 |    86_7139 |    9840.83 | p-3
    |      14M |        - |    77_7139 |    77_7139 |    9840.83 | *
    |      14M |        - |    72_7149 |    72_7149 |    9840.85 | *
    |      14M |        - |    71_7165 |    71_7165 |    9840.88 | *
    |      14M |        - |    60_7151 |    60_7151 |    9841.08 | *
    |      14M |        - |    52_7256 |    52_7256 |    9841.18 | *
    |      14M |        - |    52_7221 |    52_7221 |    9841.21 | *
    |      14M |        - |    49_7365 |    49_7365 |    9841.65 | *
    |      14M |        - |    45_7414 |    45_7414 |    9841.90 | *
    |      14M |        - |    44_7411 |    44_7411 |    9842.40 | *
    |      14M |        - |    42_7386 |    42_7386 |    9844.13 | *
    |      14M |        - |    41_7399 |    41_7399 |    9844.94 | *
    |      14M |        - |    41_7399 |    41_7399 |    9846.80 | 
    |      14M |        - |    40_7396 |    40_7396 |    9850.32 | *
    |      14M |        - |    37_7471 |    37_7471 |    9851.12 | *
    |      14M |        - |    34_7430 |    34_7430 |    9851.70 | *
    |      14M |        - |    33_7490 |    33_7490 |    9863.61 | *
    |      14M |        - |    32_7532 |    32_7532 |    9878.55 | *
    |      14M |        - |    30_7523 |    30_7523 |    9888.78 | *
    |      14M |        - |    30_7398 |    30_7398 |    9889.61 | *
    |      14M |        - |    30_7393 |    30_7393 |    9889.96 | *
    |      14M |        - |    29_7262 |    29_7262 |    9895.27 | *
    |      14M |        - |    29_7262 |    29_7262 |    9897.89 | 
    |      14M |        - |    17_7328 |    29_7262 |    9915.84 | p-3
    | ILS perturbation level=3                      |    9915.84 | 
    |      14M |        - |    17_7328 |    82_7083 |    9915.84 | p-3
    |      14M |        - |    80_7078 |    80_7078 |    9915.87 | *
    |      14M |        - |    78_7083 |    78_7083 |    9915.87 | *
    |      14M |        - |    78_7073 |    78_7073 |    9915.88 | *
    |      14M |        - |    76_7103 |    76_7103 |    9915.89 | *
    |      14M |        - |    75_7126 |    75_7126 |    9916.21 | *
    |      14M |        - |    75_7121 |    75_7121 |    9916.22 | *
    |      14M |        - |    73_7121 |    73_7121 |    9916.22 | *
    |      14M |        - |    73_7036 |    73_7036 |    9916.26 | *
    |      14M |        - |    72_7108 |    72_7108 |    9916.26 | *
    |      14M |        - |    71_7109 |    71_7109 |    9916.42 | *
    |      14M |        - |    69_7109 |    69_7109 |    9916.42 | *
    |      14M |        - |    67_7100 |    67_7100 |    9916.85 | *
    |      14M |        - |    66_7105 |    66_7105 |    9916.85 | *
    |      14M |        - |    63_7135 |    63_7135 |    9916.86 | *
    |      14M |        - |    60_7068 |    60_7068 |    9917.03 | *
    |      14M |        - |    60_6987 |    60_6987 |    9917.03 | *
    |      14M |        - |    59_6967 |    59_6967 |    9917.06 | *
    |      14M |        - |    58_6903 |    58_6903 |    9917.07 | *
    |      14M |        - |    57_7049 |    57_7049 |    9917.50 | *
    |      14M |        - |    57_6954 |    57_6954 |    9917.54 | *
    |      14M |        - |    50_7030 |    50_7030 |    9921.90 | *
    |      14M |        - |    49_7030 |    49_7030 |    9921.94 | *
    |      14M |        - |    48_7151 |    48_7151 |    9922.59 | *
    |      14M |        - |    48_7145 |    48_7145 |    9923.33 | *
    |      14M |        - |    42_7184 |    42_7184 |    9924.52 | *
    |      14M |        - |    41_7194 |    41_7194 |    9925.01 | *
    |      14M |        - |    38_7174 |    38_7174 |    9925.18 | *
    |      14M |        - |    37_7174 |    37_7174 |    9925.76 | *
    |      14M |        - |    37_7169 |    37_7169 |    9925.76 | *
    |      14M |        - |    37_7169 |    37_7169 |    9948.99 | 
    |      14M |        - |    17_7328 |    37_7169 |    9952.75 | p-3
    | ILS perturbation level=3                      |    9952.75 | 
    |      14M |        - |    17_7328 |   164_7421 |    9952.77 | p-3
    |      14M |        - |   161_7425 |   161_7425 |    9952.77 | *
    |      14M |        - |   153_7420 |   153_7420 |    9952.77 | *
    |      14M |        - |   123_7369 |   123_7369 |    9952.78 | *
    |      14M |        - |   120_7379 |   120_7379 |    9952.78 | *
    |      14M |        - |   120_7344 |   120_7344 |    9952.78 | *
    |      14M |        - |   115_7349 |   115_7349 |    9952.80 | *
    |      14M |        - |    96_7598 |    96_7598 |    9952.81 | *
    |      14M |        - |    96_7558 |    96_7558 |    9952.83 | *
    |      14M |        - |    92_7554 |    92_7554 |    9952.83 | *
    |      14M |        - |    92_7539 |    92_7539 |    9952.83 | *
    |      14M |        - |    83_7525 |    83_7525 |    9952.84 | *
    |      14M |        - |    83_7510 |    83_7510 |    9952.84 | *
    |      14M |        - |    81_7474 |    81_7474 |    9952.84 | *
    |      14M |        - |    77_7491 |    77_7491 |    9952.86 | *
    |      14M |        - |    77_7481 |    77_7481 |    9952.88 | *
    |      14M |        - |    76_7477 |    76_7477 |    9952.88 | *
    |      14M |        - |    63_7450 |    63_7450 |    9954.00 | *
    |      14M |        - |    63_7445 |    63_7445 |    9954.02 | *
    |      14M |        - |    59_7634 |    59_7634 |    9955.20 | *
    |      14M |        - |    57_7620 |    57_7620 |    9955.86 | *
    |      14M |        - |    56_7646 |    56_7646 |    9955.99 | *
    |      14M |        - |    56_7641 |    56_7641 |    9956.00 | *
    |      14M |        - |    56_7640 |    56_7640 |    9956.00 | *
    |      14M |        - |    56_7635 |    56_7635 |    9956.02 | *
    |      14M |        - |    50_7624 |    50_7624 |    9956.30 | *
    |      14M |        - |    50_7444 |    50_7444 |    9957.05 | *
    |      14M |        - |    49_7470 |    49_7470 |    9961.81 | *
    |      14M |        - |    48_7420 |    48_7420 |    9962.16 | *
    |      14M |        - |    47_7415 |    47_7415 |    9962.63 | *
    |      14M |        - |    39_7400 |    39_7400 |    9964.91 | *
    |      14M |        - |    38_7414 |    38_7414 |    9992.08 | *
    |      14M |        - |    38_7409 |    38_7409 |    9992.49 | *
    |      14M |        - |    33_7452 |    33_7452 |   10028.43 | *
    |      14M |        - |    33_7452 |    33_7452 |   10034.74 | 
    |      14M |        - |    32_7488 |    32_7488 |   10040.13 | *
    |      14M |        - |    17_7328 |    32_7488 |   10066.16 | p-3
    | ILS perturbation level=3                      |   10066.16 | 
    |      14M |        - |    17_7328 |   118_7369 |   10066.16 | p-3
    |      14M |        - |   118_7299 |   118_7299 |   10066.16 | *
    |      14M |        - |   116_7304 |   116_7304 |   10066.18 | *
    |      14M |        - |   113_7312 |   113_7312 |   10066.18 | *
    |      14M |        - |   103_7232 |   103_7232 |   10067.82 | *
    |      14M |        - |   102_7227 |   102_7227 |   10067.83 | *
    |      14M |        - |   101_7392 |   101_7392 |   10067.85 | *
    |      14M |        - |    75_7533 |    75_7533 |   10072.62 | *
    |      14M |        - |    74_7515 |    74_7515 |   10072.63 | *
    |      14M |        - |    73_7530 |    73_7530 |   10072.76 | *
    |      14M |        - |    65_7554 |    65_7554 |   10072.79 | *
    |      14M |        - |    64_7619 |    64_7619 |   10073.32 | *
    |      14M |        - |    60_7614 |    60_7614 |   10073.60 | *
    |      14M |        - |    49_7459 |    49_7459 |   10073.93 | *
    |      14M |        - |    43_7447 |    43_7447 |   10073.94 | *
    |      14M |        - |    41_7422 |    41_7422 |   10073.94 | *
    |      14M |        - |    37_7427 |    37_7427 |   10073.96 | *
    |      14M |        - |    36_7437 |    36_7437 |   10073.96 | *
    |      14M |        - |    32_7444 |    32_7444 |   10074.76 | *
    |      14M |        - |    32_7279 |    32_7279 |   10074.76 | *
    |      14M |        - |    32_7274 |    32_7274 |   10074.77 | *
    |      14M |        - |    24_7265 |    24_7265 |   10075.04 | *
    |      14M |        - |    17_7328 |    17_7328 |   10075.49 | *
    |      14M |        - |    17_7328 |    17_7328 |   10090.65 | 
    |      14M |        - |    17_7328 |    17_7328 |   10096.69 | p-3
    | ILS perturbation level=3                      |   10096.69 | 
    |      14M |        - |    17_7328 |    88_7244 |   10096.69 | p-3
    |      14M |        - |    88_7234 |    88_7234 |   10096.69 | *
    |      14M |        - |    79_7264 |    79_7264 |   10096.71 | *
    |      14M |        - |    79_7259 |    79_7259 |   10096.71 | *
    |      14M |        - |    78_7248 |    78_7248 |   10096.71 | *
    |      14M |        - |    70_7240 |    70_7240 |   10096.91 | *
    |      14M |        - |    68_7195 |    68_7195 |   10096.93 | *
    |      14M |        - |    67_7180 |    67_7180 |   10096.99 | *
    |      14M |        - |    66_7185 |    66_7185 |   10097.20 | *
    |      14M |        - |    65_7170 |    65_7170 |   10098.37 | *
    |      14M |        - |    65_7165 |    65_7165 |   10106.28 | *
    |      14M |        - |    63_7200 |    63_7200 |   10110.54 | *
    |      14M |        - |    62_7220 |    62_7220 |   10110.62 | *
    |      14M |        - |    52_7132 |    52_7132 |   10116.49 | *
    |      14M |        - |    49_7113 |    49_7113 |   10117.11 | *
    |      14M |        - |    47_7119 |    47_7119 |   10117.27 | *
    |      14M |        - |    46_7135 |    46_7135 |   10117.50 | *
    |      14M |        - |    45_7129 |    45_7129 |   10117.67 | *
    |      14M |        - |    44_7139 |    44_7139 |   10124.02 | *
    |      14M |        - |    43_7122 |    43_7122 |   10125.03 | *
    |      14M |        - |    17_7328 |    43_7122 |   10150.05 | p-3
    | ILS perturbation level=3                      |   10150.05 | 
    |      14M |        - |    17_7328 |    79_7278 |   10150.05 | p-3
    |      14M |        - |    73_7273 |    73_7273 |   10150.07 | *
    |      14M |        - |    73_7263 |    73_7263 |   10150.10 | *
    |      14M |        - |    69_7273 |    69_7273 |   10150.13 | *
    |      14M |        - |    63_7238 |    63_7238 |   10151.49 | *
    |      14M |        - |    62_7322 |    62_7322 |   10151.52 | *
    |      14M |        - |    61_7302 |    61_7302 |   10151.86 | *
    |      14M |        - |    58_7292 |    58_7292 |   10152.00 | *
    |      14M |        - |    57_7285 |    57_7285 |   10152.02 | *
    |      14M |        - |    56_7276 |    56_7276 |   10152.03 | *
    |      14M |        - |    54_7260 |    54_7260 |   10152.07 | *
    |      14M |        - |    51_7221 |    51_7221 |   10154.46 | *
    |      14M |        - |    51_7156 |    51_7156 |   10154.78 | *
    |      14M |        - |    48_7155 |    48_7155 |   10157.00 | *
    |      14M |        - |    48_7155 |    48_7155 |   10163.08 | 
    |      14M |        - |    44_7161 |    44_7161 |   10166.52 | *
    |      14M |        - |    43_7178 |    43_7178 |   10183.93 | *
    |      14M |        - |    42_7222 |    42_7222 |   10187.36 | *
    |      14M |        - |    17_7328 |    42_7222 |   10213.01 | p-3
    | ILS perturbation level=3                      |   10213.01 | 
    |      14M |        - |    17_7328 |    33_7368 |   10213.01 | p-3
    |      14M |        - |    30_7353 |    30_7353 |   10213.04 | *
    |      14M |        - |    28_7383 |    28_7383 |   10213.21 | *
    |      14M |        - |    28_7378 |    28_7378 |   10213.40 | *
    |      14M |        - |    28_7368 |    28_7368 |   10213.41 | *
    |      14M |        - |    22_7343 |    22_7343 |   10213.41 | *
    |      14M |        - |    17_7353 |    17_7353 |   10213.59 | *
    |      14M |        - |    17_7328 |    17_7328 |   10214.29 | *
    |      15M |        - |    17_7328 |    17_7328 |   10217.43 | 
    |      15M |        - |    17_7328 |    17_7328 |   10234.00 | p-3
    | ILS perturbation level=3                      |   10234.00 | 
    |      15M |        - |    17_7328 |    82_7387 |   10234.01 | p-3
    |      15M |        - |    74_7368 |    74_7368 |   10234.01 | *
    |      15M |        - |    62_7341 |    62_7341 |   10234.01 | *
    |      15M |        - |    61_7347 |    61_7347 |   10234.01 | *
    |      15M |        - |    60_7332 |    60_7332 |   10234.01 | *
    |      15M |        - |    57_7343 |    57_7343 |   10234.01 | *
    |      15M |        - |    56_7343 |    56_7343 |   10234.03 | *
    |      15M |        - |    53_7298 |    53_7298 |   10234.06 | *
    |      15M |        - |    50_7402 |    50_7402 |   10234.06 | *
    |      15M |        - |    50_7398 |    50_7398 |   10234.08 | *
    |      15M |        - |    46_7334 |    46_7334 |   10234.09 | *
    |      15M |        - |    28_7305 |    28_7305 |   10234.11 | *
